#page	num	CH	OJ	OC	LH	EMC	LMC	GO	KN	NOM	SV	SK	LH
362	769	積	saka	*tsek or *tsekh	tsiek or tsieh	tsjäk or tsjeh		siaku	seki	tích	tích	cyek, co	tsiek or tsieh
362	770	尺	saka	*thak	tśhak	tśhjäk		siaku	seki	xách, xế, xệch	sích, xích	chyek	tśhak
362	771	尺	saka	*lhak	śak	śjäk		siaku	seki	thích	thích	syek	śak
363	772	跡	saki	*tsjak	tsiak	tsjäk		siaku	seki	tích	tích	cyek	tsiak
363	773	參	sama, sami	*srəm or *tsĥm	s̘	s		samu	samu	sâm, tham	sâm, tham	sam, cham, som, chom	s̘
363	774	三	samu	*sə̂m	sam or səm	sâm		samu	samu	tam	tam	sam	sam or səm
364	775	散	sani, sa	*sânʔ or *sâns	sanʔ or sanh	sânʔ or sânh		samu	san	tan, tản	tản, tán	san	sanʔ or sanh
364	776	戔	sano	*dzân	dzan	dzân	tsɦan	zan	san	tàn	tàn	can, cyen	dzan
364	777	贊	sano, sanu, sa	*tsâns	tsanh	tsânh		samu	san	tán	tán	chan	tsanh
364	778	讃	sanu, sa	*tsâns	tsanh	tsân		samu	san	tán	tán	chan	tsanh
365	779	雜	sapa, sapi, sapu	*dzə̂p	dzəp	dzəp	tsɦap	zafu	safu	tạp	tạp	cap	dzəp
365	780	匝	sapi, sa	*tsə̂p	tsəp	tsập		safu	safu	táp, tấp	tap	cap	tsəp
366	781	颯	sapu	*sə̂p	səp	sâ		safu	safu	táp	táp	sap	səp
366	782	薩	sati, satwo, satu	---	---	sat	sat	sati	satu	tát	tát	sal	---
367	783	刷	satu	*srot	ṣuat	s	ʂɰa:t	sati		loát, loạt	loát	swal	ṣuat
367	784	早	sawa	*tsûʔ	tsouʔ	tsâuʔ		sau	sau	tảo	tảo	cwo	tsouʔ
367	785	草	sawa	*tshûʔ	tshouʔ	tshâuʔ		sau	sau	thảo, thau	thảo	chwo	tshouʔ
367	786	最	sayo	*tsôs	tsuas	tswâih		sai	sai	tối	tối	chwoy	tsuas
367	787	斯	se > si	*se	sie	sje		si	si	---	tư	sa	sie
367	788	齊	se	*dzî	dzei	dziei		zai	sei	trai, chay, chây	tề, trai, chay	co, cyey, coy	dzei
368	789	西	se	*sî	sei	siei		sai	sei	tây	tây, tê	sye	sei
368	790	洒	se	*sriʔ	ṣɛiʔ	ṣăj		sai, sia	sei	sái, rải, rái, vẩy	sái	syey, say, sway, sa	ṣɛiʔ
369	791	施	se	*lhai	śɑi	śje		se	si	thí, thia, the, thè	thi, thí	si, i	śɑi
369	792	勢	se	*nhets	śas	śjäih		se	sei	thế	thế, thể	syey	śas
370	793	世	se	*lhats	śas	śjäih		se	sei	thá, thế, thé	thế	syey	śas
371	794	制	se	*kets or *tats	tśas	tśjäih	tʂiaj	sei	sei	chế, chơi	chế	cyey	tśas
371	795	細	se	*sîh	seih	sieih	siaj	sai	sei	tế, té, tới	tế	syey	seih
372	796	栖	se	*sî	sei	siei	siaj	sai	sei	thê	tê, thê	syey	sei
372	797	是	se	*deʔ	dźeʔ	źjeʔ	ʂɦi	ze	si	thị	thị	si	dźeʔ
372	798	劑	se	*dzîh	dzeih	dzieih		zai	sei	tễ	tễ	co, cyey	dzeih
373	799	瀬	se	*râts	lɑs	lâih		rai	rai	---	lại	lai	lɑs
373	800	湍	se	*thôn	thuɑn	thwân		tamu	tan	---	thoan	tan	thuɑn
373	801	背	se	*̂kh	pəh	pwâ		fai	fai	bối, bội, bồi, bổi	bối, bội	poy, phay	pəh
374	802	脊	se	*tsek	tsiek	tsjäk		siaku	seki	tích	tích	chyek	tsiek
374	803	迫	se	*prâk	pak	pɐk		faku	faku	bạch, bách	bách	poyk	pak
374	804		se	---	---	---		---	---	---	---	---	---
375	805	瞻	semi	*tam	tśam	tśäm		semu	semu	chiêm	chiêm	chyem	tśam
375	806	斯	si	*se	sie	sje		si	si	---	tư	sa	sie
376	807	資	si	*tsi or *tsəi	tsi	tsi		si	si	tư	tư	co	tsi
376	808	次	si	*tshis/h	tshih, tshis	tshi		si	zi	thứ, thớ	thứ	cho	tshih, tshis
379	809	子	si	*tsəʔ	tsiəʔ	tsi		si	si	tử, tí, gã	tử, tí	co	tsiəʔ
380	810	之	si	*tə	tśə	tɕɨ		si	si	chi, gì	chi	ci	tśə
381	811	尸	si	*lhi	*śi	ɕi		si	si	thi, thây	thi	si	*śi
381	812	師	si	*sri	ṣi	ʂi		si	si	sư	sư	so	ṣi
382	813	新	si	*sin	sin	sin		simu	sin	tân, tâng	tân	sin	sin
382	814	思	si	*sə	siə	sɨ		si	si	tư, tứ, tơ	tư, tứ	soy	siə
383	815	四	si	*sis	sis > sih	sih		si	si	tứ	tứ	so	sis > sih
384	816	司	si	*sə	siə	sɨ		si	si	ti, tư, tơ	ti, tư	so	siə
384	817	志	si	*təh	tśəh	tɕɨ		si	si	chí	chí	ci	tśəh
385	818	紫	si	*tseʔ	tsieʔ	tsia		si	si	tử, tía	tử	co	tsieʔ
386	819	芝	si	*tə	tśiə	tɕɨ		si	si	---	chi	ci	tśiə
387	820	詩	si	*lhə	śə	ɕɨ		si	si	thi, thơ	thi	si	śə
387	821	旨	si	*kiʔ	kiʔ > tśiʔ	tɕi		si	si	chỉ	chỉ	ci	kiʔ > tśiʔ
388	822	寺	si, zi	*s-ləh	ziəh	zɨ	sɦʑ	zi	si	chùa	tự	so, si	ziəh
389	823	指	si	*kiʔ	kiʔ > tśiʔ	tɕi	tʂi	si	si	chỉ, chỏ, xỉ	trỉ, chỉ	ci	kiʔ > tśiʔ
389	824	死	si	*siʔ	siʔ	si		si	si	tử	tử	so	siʔ
390	825	此	si	*tshəʔ	tshieʔ	tshiə		si	si	thử	thử	cho	tshieʔ
390	826	時	si	*də	dźə	dʑɨ	ʂɦi	zi	si	thì, thời	thì, thời	si	dźə
390	827	偲	si	*sə	siə	sɨ		si	si	---	tư, ty	soy	siə
391	828	信	si, sina	*sin	sinh	sin		simu	sin	tín, tin	tín	sin	sinh
391	829	詞	si	*s-lə	ziə	zɨ	sɦʑ	zi	si	từ	từ	so	ziə
391	830	嗣	si	*s-ləh	ziəh	zɨ	sɦʑ	zi	si	tự	tự	so	ziəh
392	831	辭	si	*s-lə	ziə	zɨ	sɦʑ	zi	si	từ	từ	so	ziə
392	832	試	si	*lhəkh	śəh	ɕɨ	ʂi	si	si	thí.	thí	si	śəh
392	833	璽	si	*sneʔ	sieʔ	siə	sʑ	si	si	---	tỉ	so	sieʔ
393	834	始	si	*lhəʔ	śəʔ	ɕɨ	ʂi	si	si	thỉ, thuỷ	thỉ, thi, thuỷ	si	śəʔ
393	835	伺	si	*sə(h)	siə(h)	sɨ	sʑ	si	si	---	tư, tứ	so	siə(h)
393	836	自	si	*dzih	dzih	dzi	tsɦʑ	zi	si	tự, từ	tự	co	dzih
394	837	施	si	*lhai	śɑi	ɕiə	ʂi	se	si	thí, thia, the, thè	thi, thí	si	śɑi
394	838	絁	si	*lhai	śɑi	ɕiə	ʂi	si	si	---	the	si	śɑi
395	839	茲	si	*dzə	dziə	tsɨ	tsz̩	si	si	---	ti, tư	co	dziə
395	840	矢	si	*lhiʔ	śiʔ	ɕi	ʂi	si	si	thỉ, thẻ	thỉ	ci	śiʔ
396	841	洎	si	---	---	ɡi	kɦi	ki	ki	---	kị	kuy, key	---
396	842	爲	si	*wai	wɑi	wiə		wi	wi	ví, vì, vị, vờ, vay	vi, vị	wuy	wɑi
397	843	磯	si	*kəi	kɨi	kɨj		ke	ki	cơ	cơ	kuy	kɨi
397	844		si	---	---	---		---	---	---	---	---	---
397	845	鍾	sigu	*toŋ	tśoŋ	tɕuawŋ	tʂywŋ	syuu	sio	chuông	chung	chwong	tśoŋ
398	846	鐘	sigu	*toŋ	tśoŋ	tɕuawŋ	tʂywŋ	syuu	sio	chuông	chung	chwong	tśoŋ
398	847	餝	sika	*lhək	śɨk	ɕik		siki	sioku	sức	sức	sik	śɨk
398	848	色	sika, siki, siko	*srək	ṣək	ʂik		siki	sioku	sắc	sắc	soyk	ṣək
398	849	式	siki	*lhək	śɨk	ɕik		siki	sioku	thức	thức	sik	śɨk
399	850	拭	siki	*lhək	śɨk	ɕik		siki	sioku	xức, rị	thức	sik	śɨk
399	851	叔	siku	*nhiuk	śuk	ɕuwk		suku	siuku	---	thức	sywuk	śuk
400	852	襲	sipi	*s-ləp	zip	zip	sɦip	zifu	sifu	tập	tập	sup	zip
400	853	質	siti	*tət	tśit	tɕit		siti	situ	chất	chất	cil	tśit
400	854	漆	situ	*tshit	tshit	tshit	tshit	siti	situ	tất	tất	chil	tshit
400	855	曾	so	*tsə̂ŋ	tsəŋ	tsəŋ		zou	sou	tằng, tưng, từng	tằng, tăng	chung	tsəŋ
401	856	思	so	*sə or *səh	siə	sɨ or sɨh		si	si	tư, tứ, tơ	tư, tứ	so	siə
401	857	所	so	*sraʔ	ṣɑʔ	ṣjwoʔ		sio	so	sỡ, sửa	sở	swo	ṣɑʔ
403	858	增	so	*tsə̂ŋ	tsəŋ	tsəŋ	tsəaŋ	sou	zou	tăng, tâng	tăng, tặng	cung	tsəŋ
403	859	噌	so	---	səŋ	səŋ		siau	sau	tằng, tăng, tưng	tưng	coyng, cung	səŋ
403	860	僧	so	---	səŋ	səŋ		sou	sou	tăng	tăng	sung	səŋ
404	861	則	so	*tsə̂k	tsək	tsək		soku	soku	tắc	tắc	cuk	tsək
404	862	諸	so	*ta	tśɑ	tśjwo	tʂia	sio	sio	chư, chứ, chơ	chư	cye	tśɑ
404	863	贈	so	*d̂ŋh	dzəŋh	dzəŋh	tsɦəaŋ	zou	sou	tặng	tặng	cung	dzəŋh
405	864	層	so	*dzə̂ŋ	dzəŋ	dzəŋ	tsɦəəŋ	zou	sou	tầng, từng	tằng, tầng	chung	dzəŋ
405	865	賊	so	*dzə̂k	dzək	dzek	tsɦəăk	zoku	soku	tặc	tặc	cuk, cek	dzək
405	866	衣	so	*ʔəi or *ʔəih	ʔɨi or ʔɨih	ʔjəi or ʔjəih		e	i	y, e	y, ỳ, ỷ	uy	ʔɨi or ʔɨih
406	867	背	so	*p̂kh	pəh	pwâ		fai	fai	bối, bội, bồi, bổi	bối, bội	poy, phay	pəh
406	868	苑	so	*ʔonʔ or *wənʔ	ʔyanʔ or wunʔ	ʔjwɐnʔ or jwən		won	wen	tặc	tặc	cuk, cek	ʔyanʔ or wunʔ
406	869	襲	so	s-ləp	zip	zjəp		zifu	sifu	tập	tập	sup	zip
407	870	須	su	*sno	sio	suə		su	siu	tua	tu	sywu	sio
408	871	周	su	*tiu	tśu	tɕuw		siu	siuu	chu	chu, châu	cywu	tśu
409	872	州	su	*tu	tśu	tɕuw		su	siuu	châu	chu, châu	cywu	tśu
409	873	酒	su	*tsju(ʔ)	tsiuʔ	tsuw		siu	siuu	tửu	tửu	cywu	tsiuʔ
410	874	洲	su	*tu	tśu	tɕuw		su	siu	chao	châu	cywu	tśu
410	875	酢	su	*dzâk	dzɑk	dzak		su	so	tạc	tạc	cak, chwo	dzɑk
412	876	主	su	*toʔ	tśoʔ	tɕua		siu	siu	chủ	chủ, chúa	cywu	tśoʔ
412	877	寸	su	*tshûns	tshənh	tshwənh		sumu	son	són, thốn, xốn	thốn	chwon	tshənh
412	878	珠	su	*to	tśo	tɕua		su	siu	châu, chau	châu	cywu	tśo
412	879	數	su	*sro	ṣoʔ	ʂuə		su, soku	su	sổ, số, sô, xổ, xỏ	sổ, số	swu, sak, chwok	ṣoʔ
413	880	種	su	*toŋ	tśoŋ	tɕuawŋ		siu	siou	chủng, giống, tròng	chủng, chúng	cywong	tśoŋ
413	881	衆	su	*tuŋh	tśuŋh	tśuŋh		siu	siuu	chúng	chúng	cywung	tśuŋh
413	882	春	su	*thun	tśhuin	tśhjwen		siun	siun	xuân, xoan	xuân	chywo, swo	tśhuin
413	883	秀	su	*suh	siuh	suw	siw	siu	siu	tú	tú	sywu	siuh
414	884	殊	su	*do	dźo	dʑuə	ʂɦyə	ziu	siu	thùa, thò	thù	sywu	dźo
414	885	輸	su	*lho or *hjo	śo	ɕuə	ʂyə	siu	siu	thâu, thua	du, thâu, thú	sywu	śo
414	886	素	su	*sah	sɑh > sɔh	sɔ	suə	so	su	tố	tố	swo	sɑh > sɔh
415	887	蒭	su	*tshro	tṣho	tʂhuə	tʂhuə	siu	su	so	sô	chywu	tṣho
415	888	樔	su	*dzrâu	dẓau	dzaɨw		zeu	sau	sào, rào	sào	chywo, swo	dẓau
415	889	栖	su	*ŝi or *snə	sei or sen	sɛj		sai	sei	thê	tê, thê	sye	sei or sen
415	890	簀	su	*tsrêk	tṣɛk	tʂəɨjk		siaku	saku	---	trách	choyk	tṣɛk
416	891	渚	su	*taʔ	tśɑʔ > tśɔʔ	tśjwoʔ		sio	sio	chã, chớ, chưa	chử	cye	tśɑʔ > tśɔʔ
416	892	爲	su	*wai	wai	jwe		wi	wi	vị, vi, vì	vị, vi	wuy	wai
416	893	足	suku	*tsok	tsiok	tsjwok		siu, soku	sioku	túc	túc, tụ	cyok, cwu	tsiok
417	894	宿	suku, suko	*suk	siuk	sjuk		suku	siuku	túc, tú	túc, tú	sywuk, sywu	siuk
417	895	叔	suku	*nhuk	śuk	śjuk		suku	siuku	thúc	thúc	sywuk	śuk
417	896	淑	suku	*diuk	dźuk	źjuk		ziuku	siuku	---	thục	sywuk	dźuk
418	897	駿	suru	*tsjuns	tsuinh	tsjwenh		siun	siun	---	tuấn	cywun, sywun	tsuinh
418	898	蘇	swo	*sŋâ	sɑ > sɔ	suo		so	so	to, tô	tô, tồ, lộ	swo	sɑ > sɔ
419	899	巷	swo	*ɡrôŋh	ɡɔŋh	ɣåŋh		gou	kau	---	hạng	hang	ɡɔŋh
420	900	嗽	swo	*sôkh	soh	səu		su, soku	sou, soku	---	sứu	swu, sak	soh
420	901	宗	swo	*tsûŋ	tsouŋ	tsouŋ		so	sou	tông, tong	tong	cwong	tsouŋ
421	902	素	swo	*sâh	sɑh > sɔh	suoh	suə	so	su	tố	tố	swo	sɑh > sɔh
421	903	祖	swo	*tsâʔ	tsɑʔ > tsɔʔ	tsuoʔ		so	so	tổ, tỏ	tổ	cwo	tsɑʔ > tsɔʔ
421	904	泝	swo	*sŋâkh	sɑh > sɔh	suoh	suə	su	so	---	tố	swo	sɑh > sɔh
422	905	麻	swo	*mrâi	mai	ma		ma	ma	ma, mà	ma	ma	mai
422	906	十	swo	*ɡip	dźip	źjəp		zifu	sifu	sập, thập	thập	sip	dźip
422	907	T	swo	---	---	---		---	---	---	---	---	---
423	908	多	ta	*tâi	tɑi > tɑ	tâ		ta	ta	đa, đơ	đa	ta	tɑi > tɑ
425	909	哆	ta	*d-lai or k-hlaiʔ	tśhɑiʔ	tśhjeʔ		ta	si	đe, đớ, đứ	xỉ	chya, chi	tśhɑiʔ
426	910	大	ta	*dâs	dɑh, das	dâih		da, dai	ta, tai	đại	đại, thái	ta, tay, thay	dɑh, das
426	911	太	ta	*thâs	thɑs	thaih		tai	tai	thái	thái	thay	thɑs
427	912	侈	ta	*d-lai or *k-hlaiʔ	tśhai	tśhjeʔ		si	si	xỉ, xí, xẫy	xỉ, xí	chi	tśhai
427	913	他	ta	*lhâi	thai	thâ		ta	ta	tha, thà, thơ	tha	tha	thai
427	914	託	ta, taku	*thâk	thak	thâk		taku	taku	thác	thác	thak	thak
428	915	黨	ta	*tâŋʔ	tɑŋʔ	tâŋʔ	taŋ	tau	tau	đảng	đảng	tang	tɑŋʔ
428	916	陀	ta	---	dai	dâ	tɦa	da	ta	đà	đà	tha	dai
428	917	陁	ta	draiʔ	ḍiaiʔ	ḍjeʔ	tɦa	da	ta	đà	đà	tha	ḍiaiʔ
429	918	柁	ta	thraiʔ	ṭiaiʔ	ṭhjeʔ	tɦa	da	ta	đà, xà	đạ	tha	ṭiaiʔ
429	919	柂	ta	thraiʔ	ṭiaiʔ	ṭhjeʔ	tɦa	da	ta	đà, xà	đạ	tha	ṭiaiʔ
429	920	駄	ta	---	---	da	tɦa	da	ta	---	đà	tha	---
430	921	田	ta	*lîn	den	dien		demu	ten	điền, ruộng	điền	tyen	den
430	922	手	ta	*nhuʔ or *hjuʔ	śuʔ	śjəuʔ		su	siuu	thủ	thủ	sywu	śuʔ
431	923	當	tagi	*tâŋ	taŋ	tâŋ		tau	tau	đang, đáng	đang, đáng	tang	taŋ
431	924	宕	tagi	*dâŋh	daŋh	dâŋ	tɦaŋ	dau	tau	---	đáng	thang	daŋh
431	925	宅	taku	*drâk	ḍak	ḍɐk	trɦa:jk	daku	taku	trạch	trạch	choyk	ḍak
431	926	澹	tama	*lâmʔ or *lâms	damʔ or damh	dâmʔ	tɦam	damu	tan	---	đạm	tam	damʔ or damh
431	927	淡	tama, tamu	*lâmʔ or *lâms	damʔ or damh	dâmʔ	tɦam	dan	tan	đạm, đặm, đượm	đạm	tam	damʔ or damh
432	928	倓	tama	*lâm or *lâms	dam or damh	dâm	tɦam	dan	tan	---	đảm	tam	dam or damh
432	929	覃	tami	*lə̂m	dəm	dậm	tɦam	don	tan	đầm	đàm	tam	dəm
432	930	潭	tami	*l̂m	dəm	dậm	tɦam	dan	tan	đằm	đàm	tam	dəm
432	931	丹	tani, tanu	*tân	tan	tân		tamu	tan	đan, đơn	đan, đơn	tan	tan
433	932	旦	tani	*tâns	tanh	tânh		tamu	tan	đán	đán	tan	tanh
433	933	但	tani	*dânʔ	danʔ	dânʔ	tɦan	damu	tan	đãn, đỡn	đán, đãn	tan	danʔ
433	934	檀	tanwo, ta	*dân	dan	dân	tɦan	damu	tan	đàn	đàn	tan	dan
433	935	答	tapu	*tə̂p	təp	tập		tafu	tafu	đáp	đáp	tap	təp
433	936	塔	tapu	---	thap	thâp		tafu	tafu	tháp, thóp	tháp	thap	thap
434	937	帶	tara	*tâs	tas	tâi		tai	tai	đái, đáy, đới	đái, đới	toi	tas
434	938	達	tata, tate, tati	*thât or *dât	that or dat	thât or dât		dati	tati	đạt, đặt, đật	đạt	tal	that or dat
434	939	鞮	te	*tê or *dê	te, de	tiei, diei		tai	tei	---	đề	tyey	te, de
434	940	弖	te	*tîʔ	teiʔ	tiei		tei	tei	đê	đê, để	tye	teiʔ
435	941	天	te	*thîn	then	thien		temu	ten	thiên	thiên	thyen	then
437	942	帝	te	*têh	teh	tieih		tai	tei	đế, đấy, đí	đế	thyey	teh
437	943	提	te	*têʔ or dê	teh, de	tieih, diei	tiaj	dai	tei	đề, đè, dề, chề	đề, thì	tyey	teh, de
438	944	低	te, de	*tî	tei	tiei		tei	tei	đê, đây	đê	tye	tei
438	945	底	te	*tîʔ			tiaj	tai	tei	để	để	tye, ci	
440	946	堤	te	*dê	de	diei	tiaj	tai	tei	đê	đê, đề	tyey	de
440	947	諦	te	*têh	teh	tieih	tiaj	tai	tei	---	đế	thyey	teh
440	948	題	te	*dê	de	diei	tɦiaj	dai	tei	đề	đệ, đề	tyey	de
441	949	代	te	*l̂kh	dəh	dậih		dai	tai	đại, đời	đại	toy	dəh
441	950	手	te	*hjuʔ or nhuʔ	śuʔ	śjəuʔ		su	siu	thủ	thủ	sywu	śuʔ
442	951	價	te	*krâh	kah	kah		ke	ka	giá	giá	ka	kah
442	952	直	te	*drəkh or *drək	ḍiə or ḍɨk	ḍɨh or ḍjək		diki	tioku	trực, chực, sực	trực, chực	chi, cik	ḍiə or ḍɨk
443	953	點	temu	*têmʔ	temʔ	tiem		temu	temu	chấm, điểm, đếm	điểm	tyem	temʔ
443	954	智	ti	*treh	ṭieh	ṭjeh		ti	ti	trí, tré	trí	ci	ṭieh
444	955	知	ti	*tre	ṭie	ṭje		ti	ti	trí, tri	tri, trí	ci	ṭie
445	956	至	ti	*tits	tśis	tśih		si	si	chí	chí, trí	ci	tśis
446	957	致	ti	*trits	ṭis	ṭih		ti	ti	trí	trí	ci	ṭis
446	958	直	ti, tiki	*drəkh or *drək	ḍiə or ḍɨk	ḍɨh or ḍjək		diki	tioku	trực, chực, sực	trực, chực	chi, cik	ḍiə or ḍɨk
446	959	恥	ti	*rhəʔ	ṭhiəʔ	ṭhɨʔ		ti	ti	sỉ, xỉ	sỉ	chi	ṭhiəʔ
447	960	陳	ti	*drin	ḍin	ḍjen		dimu	tin	chặn, trằn, trườn	trận, trần	cin	ḍin
447	961	笞	ti	*rhə	ṭhiə	ṭhɨ	trhi	ti	ti	xuy	xuy	chi	ṭhiə
447	962	池	ti	*drai	ḍiai	ḍieLMC: trɦi		di	ti	đìa, trì, trề	trì	tha, co	ḍiai
448	963	馳	ti	*drai	ḍiai	ḍieLMC: trɦi		di	ti	---	trì, chì	chi	ḍiai
448	964	鎭	ti	*trin	ṭin	ṭjen		den	ten	chắn, trấn, trớn	trấn	cin	ṭin
448	965	㨖	ti	*trit	ṭis	ṭih	tri	ti	ti	---	trí	ci	ṭis
448	966	千	ti	*tshîn	tshen	tshien		semu	sen	thiên	thiên	chyen	tshen
449	967	茅	ti	*mrû	mɔu	mau		meu, mau	bau	---	mao	mwo	mɔu
449	968	道	ti	*lûʔ	douʔ	dâuʔ		dau	tau	đạo, dạo	đáo, đạo	two	douʔ
450	969	血	ti	*hwît	huet	xiwet		kuweti	kuwetu	huyết, hoét	huyết	hyel	huet
450	970	乳	ti	*noʔ	ńoʔ	ńźjuʔ		niu	ziu	nhũ, vú	nhũ	ywu	ńoʔ
450	971	敕	tiki	*rhək	ṭhɨk	ṭhjək		tiki	tiyoku	sắc	sắc	chiku	ṭhɨk
451	972	珍	tinu, ti	*trən	ṭɨn	ṭjen		timu	tin	trân	chân, trân	cin	ṭɨn
451	973	秩	titi	*drit	ḍit	ḍjet		diti	titu	chặt, chật, giựt	trật	cil	ḍit
451	974	臺	to	*də̂	də	dậi		dai	tai	đài	đài	toy	də
452	975	登	to	*tə̂ŋ	təŋ	təŋ		tou	tou	đăng, đáng	đăng	tung	təŋ
453	976	止	to	*təʔ	tśəʔ	tśɨʔ		si	si	chỉ	chỉ	ci	tśəʔ
455	977	等	to	*t̂ŋʔ	təŋʔ	təŋʔ		tou	tou	đẳng, đấng	đẳng	tung	təŋʔ
456	978	澄	to	*drəŋ	ḍɨŋ, ḍaŋ	ḍjəŋ, ḍɐŋ	trɦiəŋ	diou	tiou	chừng	trừng, chừng	cing	ḍɨŋ, ḍaŋ
456	979	騰	to	*lə̂ŋ	dəŋ	dəŋ	GO: dou		tou	---	đằng	tung	dəŋ
457	980	台	to	*lĥ	thə	thậi	thaj	dai	tai	đài, thai, thơi, thay	đài	thoy	thə
457	981	苔	to	*lə̂	də	dậi	tɦaj	dai	tai	đày, đầy, dầy, SV: đài		thoy	də
457	982	㔁	to	*̂ŋh	dəŋh	dəŋh	tɦəəŋ	dou	tou	đặng, đựng	đặng	tung	dəŋh
458	983	鄧	to	*d̂ŋh	dəŋh	dəŋh	tɦəəŋ	dou	tou	đặng, đựng	đặng	tung	dəŋh
458	984	藤	to	*lə̂ŋ	dəŋ	dəŋ	tɦəəŋ	dou	tou	đằng	đằng	tung	dəŋ
458	985	縢	to	*lə̂ŋ	dəŋ	dəŋ	tɦəəŋ	dou	tou	---	đằng	tung	dəŋ
458	986	鳥	to	*tiûʔ	teuʔ	tieuʔ		teu	teu	điểu	điểu	tywo	teuʔ
459	987	十	to, towo	*ɡip	dźip	źjəp		zifu	sifu	sập, thập	thập	sip	dźip
459	988	跡	to	*tsjak	tsiak	tsjäk		siaku	seki	tích	tích	cyek	tsiak
459	989	迹	to	*tsjak	tsiak	tsjäk		siaku	seki	tích	tích	cyek	tsiak
459	990	常	to	*djaŋ	dźaŋ	źjaŋ		ziau	siau	thường	thường	syang	dźaŋ
460	991	徳	toko, toku	*tə̂k	tək	tək		toku	toku	đức	đức	tek	tək
461	992	得	toko, to	*tə̂k	tək	tək		toku	toku	đắc, đác	đắc	tuk	tək
461	993	對	tu	*tûts	tuəs	twâih		tai	tui	đối, đỗi	đối	toy	tuəs
462	994	豆	tu	*dôh	doh	dəuh		du	tou	đậu	đậu	twu	doh
462	995	都	tu	*tâ	tɑ > tɔ	tuo		tu	to	đô, đo, đua	đô	two	tɑ > tɔ
463	996	通	tu	*lhôŋ	thoŋ	thuŋ		tuu	tou	thống, thong	thông	thwong	thoŋ
465	997	追	tu	*trui	ṭui	ṭwi		tui	tui	choai, truy	truy	thoy, chwyu	ṭui
465	998	丑	tu	*rhuʔ	ṭhuʔ	ṭhjəuʔ		tiu	tiu	sửu	sửu	chywu	ṭhuʔ
465	999	川	tu	*k-hlun	tśuan	tśjwän		semu	sen	xuyên	xuyên	chyen	tśuan
465	1000	菟	tu	*lâ	thɑ > thɔ	thɔ	tɦuə	tu	to	thố, thỏ, đồ	thố, thỏ	two, thwo	thɑ > thɔ
466	1001	頭	tu	*dô	do	dəu	tɦəw	du	tou	đầu	đầu	twu	do
466	1002	屠	tu	*dâ	da	duo	tɦuə	do, du	to	đồ	đồ	two, cye	da
467	1003	途	tu	*lâ	dɑ	duo	tɦuə	do, du	to	đồ	đồ	two	dɑ
467	1004	徒	tu	*dâ	dɑ	duo	tɦuə	do	to	đồ, đò, trò	đồ	two	dɑ
467	1005	突	tu	*thût or *dût	thuət, duət	thwət, dwət	tɦut	doti	totu	đột	đột	twol	thuət, duət
467	1006	圖	tu	*dâ	dɑ	duo	tɦuə	du	to	đồ	đồ	two	dɑ
468	1007	覩	tu	*tâʔ	tɑʔ	tuoʔ	tuə	tu	to	đỏ	đổ	two	tɑʔ
468	1008	津	tu	*tsin	tsin	tsjen		sin	sin	---	tân	cin	tsin
469	1009	筑	tuka, tuki, tuku	*truk	ṭuk	ṭjuk		tiku	tiku	---	chywuk		ṭuk
469	1010	築	tuku	*truk	ṭuk	ṭjuk		tiku	tiku	trốc	chywuk		ṭuk
469	1011	竹	tuku	*truk	ṭuk	ṭjuk		tiku	situ	trúc	cywuk		ṭuk
469	1012	竺	tuku	*tûk	touk	tuok		tiku, toku	diku	trúc	chywuk, twok		touk
470	1013	敦	tunu	*tûn	tuən	twən		ton	ton	đôn	twon, tan, thoy		tuən
470	1014	綴	tutu	*trot or *trots	ṭyat or ṭyas	ṭjwät, ṭjwäih		teti	tei	xuýt, choét	chyel, chye		ṭyat or ṭyas
470	1015	都	two	*tâ	tɑ > tɔ	tuo		tu	to	đô, đo, đua	đô	two	tɑ > tɔ
471	1016	刀	two	*tâu	tɑu	tâu		tau	tau	đao, dao, đeo	đao	two	tɑu
472	1017	斗	two	*tôʔ	toʔ	təu		to	tou	đẩu, đấu	đẩu	twu	toʔ
473	1018	土	two	*thâʔ	thɑʔ	thuoʔ		to	to	thổ	thổ	thwo, twu	thɑʔ
473	1019	度	two	*dakh	dɑh	duoh	tɦuə	do	to	độ, đo, đụ	độ	two	dɑh
474	1020	渡	two	*dakh	dɑh	duoh	tɦuə	do	to	đò	độ	two	dɑh
474	1021	覩	two	*tâʔ	tɑʔ	tuoʔ	tuə	tu	to	đổ, đủ	đổ	two	tɑʔ
474	1022	圖	two	*dâ	dɑ	duo	tɦuə	du	to	đồ	đồ	two	dɑ
475	1023	妬	two	*tâkh	tah	tuoh	tuə	tu	to	đố, đú	đố	thwu	tah
475	1024	徒	two	*dâ	dɑ	duo	tɦuə	do	to	đồ, đò, trò	đồ	two	dɑ
475	1025	杜	two	*dâʔ	dɑʔ	duoʔ	tɦuə	du	to	đỗ	đỗ	twu	dɑʔ
476	1026	屠	two	*dâ	da	duo	tɦuə	do, du	to	đồ	đồ	two, cye	da
476	1027	塗	two	*lâ	dɑ	duo	tɦuə	du	to	đồ	đồ	two	dɑ
476	1028	戸	two	*ɡâʔ	ɡɑʔ	ɣuoʔ		go	ko	hộ, họ	hộ	hwo	ɡɑʔ
